record_id,source_type,is_synthetic,citation,doi,sensor_noise_applied,validation_status,feedstock_name,feedstock_category,carbon_pct,hydrogen_pct,oxygen_pct,nitrogen_pct,sulfur_pct,ash_pct,moisture_ar_pct,volatile_matter_pct,fixed_carbon_pct,particle_size_mm,bulk_density_kg_m3,feedstock_hhv_dry_mj_kg,feedstock_lhv_ar_mj_kg,feed_rate_wet_kg_h,dryer_temp_c,dried_biomass_moisture_pct,reactor_temp_c,heating_rate_c_min,residence_time_min,biochar_yield_dry_pct,bio_oil_yield_dry_pct,syngas_yield_dry_pct,recovered_biochar_kg_h,recovered_bio_oil_kg_h,clean_syngas_kg_h,dryer_exhaust_water_kg_h,mass_balance_closure_pct,syngas_co_vol_pct,syngas_co2_vol_pct,syngas_ch4_vol_pct,syngas_h2_vol_pct,syngas_c2h6_vol_pct,syngas_mw_kg_kmol,syngas_volume_flow_nm3_h,syngas_lhv_vol_mj_nm3,bio_oil_water_pct,bio_oil_hhv_mj_kg,bio_oil_predicted_ph,bio_oil_tan_mg_koh_g,bio_oil_density_kg_m3,bio_oil_kinematic_viscosity_cst,drying_thermal_duty_kw,reactor_thermal_duty_kw,gross_thermal_demand_kw,combustor_heat_recovered_kw,thermal_self_sufficiency_index_pct,is_thermally_self_sufficient,energy_recovery_ratio_pct,net_thermal_efficiency_pct,second_law_exergy_efficiency_pct
SYN_00467,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Olive Pomace,agricultural_residue,50.2,6.2,39.8,1.4,0.1,2.3,10.990055657050458,76.5,21.2,2.0,550.0,20.655,16.912,248.58781680242157,105.0,8.0,599.08,194.16,13.82,16.26,37.11,46.64,35.188,96.734,107.95,8.079,100.0,47.45,19.64,15.01,11.28,4.57,26.31,91.35,15.49,28.71,13.34,2.23,91.1,1156.8,15.7,19.32,118.42,137.73,329.09,238.94,True,69.91,69.46,69.46
SYN_00468,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Wheat Straw,agricultural_residue,46.5,5.9,41.2,0.7,0.1,5.6,21.048212587182725,75.0,19.4,2.0,220.0,18.806,13.318,463.6494599872749,105.0,8.0,385.33,517.93,1.16,53.55,32.79,13.66,196.542,146.278,55.637,65.759,100.0,34.54,50.73,7.84,1.31,3.37,34.7,36.23,9.45,30.44,11.69,2.21,103.6,1153.0,13.5,82.04,109.42,191.45,79.64,41.6,False,94.29,87.28,90.55
SYN_00469,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Rice Husk,agricultural_residue,39.5,5.1,36.5,0.4,0.1,18.4,22.406363076031855,63.5,18.1,2.0,340.0,15.64,10.725,268.9692946707496,105.0,8.0,592.94,146.39,9.58,30.06,29.13,40.8,61.4,76.28,87.161,42.118,100.0,47.44,20.15,14.93,10.85,4.57,26.51,74.66,15.41,32.23,9.38,2.24,86.9,1149.1,11.6,51.19,109.94,161.14,267.61,166.08,True,72.91,72.22,73.13
SYN_00470,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Sugarcane Bagasse,agricultural_residue,48.0,5.8,43.5,0.3,0.05,2.35,15.621148460246646,81.0,16.65,2.0,180.0,19.044,14.619,180.8255342764231,105.0,8.0,353.52,181.47,0.38,57.67,29.77,12.56,86.261,56.65,21.725,14.979,100.0,32.33,54.47,6.88,1.01,3.12,35.49,13.59,8.64,31.89,11.57,2.2,104.3,1149.8,12.0,22.31,41.3,63.61,27.29,42.91,False,99.54,94.03,97.31
SYN_00471,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Miscanthus,energy_crop,48.5,5.7,42.6,0.6,0.1,2.5,26.261822447002796,79.5,18.0,2.0,200.0,19.191,12.592,320.95996751499393,105.0,8.0,627.25,10.03,0.3,16.57,37.97,45.45,38.801,105.96,112.706,63.71,100.0,47.36,18.04,15.23,12.78,4.57,25.65,97.88,15.72,28.4,12.41,2.24,90.1,1157.5,16.1,73.3,134.22,207.52,357.91,172.47,True,72.45,71.89,72.38
SYN_00472,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Almond Shells,nut_shells,51.0,6.0,39.5,0.5,0.05,2.95,27.380996657752544,73.5,23.55,2.0,480.0,20.725,13.431,421.35057437948336,105.0,8.0,442.6,7.57,0.76,41.66,40.72,17.62,123.695,145.66,59.493,88.763,100.0,39.79,41.39,10.21,2.47,3.89,32.62,41.21,11.42,27.49,13.69,2.21,102.3,1159.5,17.4,100.88,109.11,209.99,109.43,52.11,False,92.08,85.19,87.88
SYN_00473,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Pine Sawdust,woody_biomass,51.5,6.3,41.6,0.2,0.05,0.35,27.112654884302398,82.5,17.15,2.0,420.0,21.095,13.711,437.3590703527305,105.0,8.0,392.81,45.41,0.3,50.07,35.75,14.18,157.368,136.278,51.262,90.86,100.0,35.1,49.77,8.08,1.4,3.43,34.49,33.07,9.66,29.22,13.52,2.2,104.8,1155.7,15.0,103.55,97.36,200.92,74.26,36.96,False,100.35,92.26,95.16
SYN_00474,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Beech Wood,woody_biomass,49.5,6.1,43.8,0.2,0.02,0.38,19.591237675215204,84.0,15.62,2.0,460.0,19.93,14.477,54.280829502730086,105.0,8.0,612.54,86.96,0.19,13.84,42.95,43.21,5.958,21.565,19.779,6.839,100.0,47.43,18.87,15.12,11.98,4.57,26.0,17.04,15.6,26.82,13.23,2.23,92.9,1161.0,18.4,8.82,23.97,32.8,61.83,188.51,True,73.34,72.28,72.97
SYN_00475,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Olive Pomace,agricultural_residue,50.2,6.2,39.8,1.4,0.1,2.3,14.561436936133932,76.5,21.2,2.0,550.0,20.655,16.136,218.9493113284011,105.0,8.0,358.29,575.88,0.7,58.47,28.85,12.69,107.564,68.83,26.58,15.615,100.0,32.57,54.07,6.98,1.04,3.14,35.4,16.8,8.72,32.38,12.52,2.21,103.2,1148.8,11.5,24.73,51.25,75.98,34.1,44.88,False,99.66,94.91,97.46
SYN_00476,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Wheat Straw,agricultural_residue,46.5,5.9,41.2,0.7,0.1,5.6,23.467474789141576,75.0,19.4,2.0,220.0,18.806,12.835,431.50902103572196,105.0,8.0,501.65,352.41,28.39,27.42,48.07,24.51,88.685,181.432,88.989,72.547,100.0,44.57,31.47,12.63,4.79,4.31,30.16,65.74,13.41,25.48,12.69,2.21,100.5,1163.9,20.6,86.65,137.85,224.5,205.04,91.33,False,79.26,77.48,79.07
SYN_00477,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Rice Husk,agricultural_residue,39.5,5.1,36.5,0.4,0.1,18.4,23.70302768522547,63.5,18.1,2.0,340.0,15.64,10.505,269.8477886573687,105.0,8.0,511.27,761.93,0.34,35.95,40.12,23.93,73.038,97.275,53.831,46.059,100.0,45.15,30.0,12.97,5.3,4.36,29.75,40.15,13.69,27.68,10.17,2.22,97.1,1159.1,17.1,54.81,88.05,142.87,127.85,89.48,False,79.02,76.41,78.47
SYN_00478,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Sugarcane Bagasse,agricultural_residue,48.0,5.8,43.5,0.3,0.05,2.35,25.622129547180123,81.0,16.65,2.0,180.0,19.044,12.597,108.51019429446856,105.0,8.0,537.6,26.26,2.04,20.85,49.16,29.99,16.557,45.149,25.884,20.785,100.0,46.47,26.07,13.84,6.98,4.47,28.59,20.44,14.42,25.23,12.94,2.22,98.9,1164.5,21.1,24.1,37.02,61.12,68.56,112.17,True,79.14,78.32,79.63
SYN_00479,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Miscanthus,energy_crop,48.5,5.7,42.6,0.6,0.1,2.5,27.962332266521667,79.5,18.0,2.0,200.0,19.191,12.246,62.17321079498201,105.0,8.0,593.14,143.28,2.67,16.39,42.71,40.89,7.23,21.796,19.363,13.49,100.0,47.44,20.09,14.94,10.89,4.57,26.49,16.27,15.42,26.89,12.73,2.23,93.7,1160.9,18.3,15.24,23.64,38.88,58.37,150.14,True,74.05,72.9,73.71
SYN_00480,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Almond Shells,nut_shells,51.0,6.0,39.5,0.5,0.05,2.95,6.888245668657984,73.5,23.55,2.0,480.0,20.725,17.91,65.48550379235947,105.0,6.888245668657984,596.17,253.52,8.48,17.11,39.08,43.81,10.237,27.162,27.854,0.0,100.0,47.45,19.83,14.98,11.12,4.57,26.39,23.65,15.46,26.01,14.02,2.23,94.6,1162.8,19.7,0.0,32.2,32.2,85.04,264.1,True,69.97,69.51,69.67
SYN_00481,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Pine Sawdust,woody_biomass,51.5,6.3,41.6,0.2,0.05,0.35,16.608328936116983,82.5,17.15,2.0,420.0,21.095,16.039,240.15789326360365,105.0,8.0,696.23,364.71,0.23,12.48,31.91,55.61,24.615,78.024,114.212,22.471,100.0,46.89,15.48,15.54,15.6,4.57,24.47,104.98,16.08,30.85,13.16,2.25,83.4,1152.1,13.1,31.97,132.9,164.87,392.56,238.1,True,68.7,68.23,68.04
SYN_00482,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Beech Wood,woody_biomass,49.5,6.1,43.8,0.2,0.02,0.38,7.554481286727844,84.0,15.62,2.0,460.0,19.93,17.009,494.05066390065195,105.0,7.554481286727844,537.69,35.01,2.79,18.76,50.71,30.53,85.117,253.845,149.94,0.0,100.0,46.53,25.85,13.88,7.09,4.48,28.52,118.04,14.46,24.21,13.79,2.21,100.2,1166.7,23.0,0.0,209.78,209.78,396.96,189.22,True,77.69,77.63,78.62
SYN_00483,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Olive Pomace,agricultural_residue,50.2,6.2,39.8,1.4,0.1,2.3,21.578497178668787,76.5,21.2,2.0,550.0,20.655,14.61,243.89623623936168,105.0,8.0,541.78,70.26,1.45,20.1,49.06,30.84,37.992,104.821,63.149,35.997,100.0,46.65,25.38,13.98,7.33,4.49,28.37,50.09,14.54,25.25,14.1,2.22,98.6,1164.5,21.0,44.43,88.93,133.36,169.44,127.05,True,77.72,77.2,77.82
SYN_00484,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Wheat Straw,agricultural_residue,46.5,5.9,41.2,0.7,0.1,5.6,21.093969416379444,75.0,19.4,2.0,220.0,18.806,13.308,121.75192918373732,105.0,8.0,436.3,237.35,0.14,40.92,42.25,16.84,39.05,47.109,17.96,17.328,100.0,39.05,42.78,9.86,2.26,3.82,32.94,12.34,11.13,27.02,12.38,2.21,103.7,1160.6,18.1,21.6,33.48,55.08,31.94,57.99,False,87.43,81.55,84.48
SYN_00485,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Rice Husk,agricultural_residue,39.5,5.1,36.5,0.4,0.1,18.4,21.140922341458534,63.5,18.1,2.0,340.0,15.64,10.94,73.62949501828034,105.0,8.0,727.37,14.65,0.41,29.0,15.96,55.04,16.703,13.614,32.509,10.517,100.0,46.74,14.93,15.61,16.23,4.58,24.22,30.11,16.16,43.03,7.49,2.3,67.4,1125.3,5.0,13.1,41.12,54.22,113.15,208.71,True,68.23,67.06,67.64
SYN_00486,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Sugarcane Bagasse,agricultural_residue,48.0,5.8,43.5,0.3,0.05,2.35,27.064186337694203,81.0,16.65,2.0,180.0,19.044,12.306,106.70144346080833,105.0,8.0,685.99,34.48,30.19,14.78,17.37,67.85,11.296,19.891,53.439,22.111,100.0,46.95,15.72,15.51,15.31,4.57,24.59,48.87,16.04,41.36,9.62,2.29,71.2,1129.0,5.4,25.21,50.48,75.69,182.35,240.91,True,65.32,64.47,64.33
SYN_00487,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Miscanthus,energy_crop,48.5,5.7,42.6,0.6,0.1,2.5,10.645865553839446,79.5,18.0,2.0,200.0,19.191,15.776,230.080210701418,105.0,8.0,624.06,8.42,23.54,16.71,30.24,53.05,33.632,77.162,113.054,6.617,100.0,47.37,18.14,15.22,12.68,4.57,25.69,97.96,15.71,31.66,11.74,2.25,86.1,1150.4,12.2,17.1,116.11,133.21,357.87,268.65,True,67.96,67.47,67.7
SYN_00488,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Almond Shells,nut_shells,51.0,6.0,39.5,0.5,0.05,2.95,20.89383833947899,73.5,23.55,2.0,480.0,20.725,14.849,165.3561320114154,105.0,8.0,698.47,109.65,2.3,15.21,27.14,57.65,19.591,44.677,76.576,23.175,100.0,46.87,15.42,15.55,15.66,4.58,24.45,70.86,16.09,33.35,12.38,2.26,80.3,1146.6,10.6,29.01,87.28,116.29,265.09,227.97,True,66.65,66.07,65.76
SYN_00489,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Pine Sawdust,woody_biomass,51.5,6.3,41.6,0.2,0.05,0.35,13.810984928779746,82.5,17.15,2.0,420.0,21.095,16.659,357.5213388386126,105.0,8.0,539.36,6.04,3.05,20.25,49.37,30.38,61.18,168.463,102.194,22.582,100.0,46.49,25.99,13.85,7.02,4.48,28.56,79.08,14.44,25.18,14.44,2.22,99.0,1164.6,21.2,37.73,141.58,179.32,265.49,148.06,True,79.23,78.81,79.65
SYN_00490,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Beech Wood,woody_biomass,49.5,6.1,43.8,0.2,0.02,0.38,14.494991326581328,84.0,15.62,2.0,460.0,19.93,15.549,116.67655598252703,105.0,8.0,474.93,8.58,11.75,30.04,48.97,21.0,29.458,55.951,23.221,8.237,100.0,42.67,35.72,11.61,3.6,4.15,31.26,16.67,12.57,25.27,13.56,2.21,102.3,1164.4,21.0,13.1,38.92,52.03,48.74,93.69,False,86.53,85.24,87.14
SYN_00491,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Olive Pomace,agricultural_residue,50.2,6.2,39.8,1.4,0.1,2.3,11.343953014911335,76.5,21.2,2.0,550.0,20.655,16.835,109.8027130470735,105.0,8.0,418.66,6.64,11.23,48.34,36.0,15.67,45.892,41.219,16.971,3.991,100.0,37.4,45.75,9.1,1.85,3.66,33.61,11.33,10.51,29.12,13.24,2.21,102.4,1155.9,15.1,8.92,32.2,41.12,27.7,67.36,False,93.6,90.37,92.57
SYN_00492,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Wheat Straw,agricultural_residue,46.5,5.9,41.2,0.7,0.1,5.6,16.199231584871548,75.0,19.4,2.0,220.0,18.806,14.285,340.17065352042107,105.0,8.0,672.6,11.73,2.55,18.45,27.62,53.93,51.937,99.003,157.894,30.317,100.0,47.04,16.11,15.47,14.87,4.57,24.77,142.85,15.99,33.07,11.15,2.26,82.0,1147.2,10.8,43.92,179.44,223.36,531.28,237.86,True,65.3,64.81,64.84
SYN_00493,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Rice Husk,agricultural_residue,39.5,5.1,36.5,0.4,0.1,18.4,7.207469340031143,63.5,18.1,2.0,340.0,15.64,13.304,416.8802372601003,105.0,7.207469340031143,730.25,159.63,0.14,28.24,16.67,55.09,108.012,90.856,220.311,0.0,100.0,46.73,14.86,15.62,16.31,4.58,24.18,201.01,16.17,39.97,8.03,2.29,70.8,1132.1,6.0,0.0,275.34,275.34,755.87,274.52,True,66.03,65.93,66.14
SYN_00494,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Sugarcane Bagasse,agricultural_residue,48.0,5.8,43.5,0.3,0.05,2.35,6.580688537948828,81.0,16.65,2.0,180.0,19.044,16.447,270.93720925620863,105.0,6.580688537948828,388.26,6.69,5.7,55.7,30.41,13.89,137.823,90.974,38.84,0.0,100.0,34.71,50.43,7.91,1.34,3.38,34.63,25.2,9.52,28.55,12.26,2.2,106.2,1157.2,15.9,0.0,75.47,75.47,55.77,73.91,False,96.85,95.13,98.08
SYN_00495,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Miscanthus,energy_crop,48.5,5.7,42.6,0.6,0.1,2.5,23.738581060003145,79.5,18.0,2.0,200.0,19.191,13.107,325.6957263912909,105.0,8.0,366.83,26.91,2.07,58.82,28.25,12.93,143.931,87.205,35.325,55.717,100.0,33.04,53.27,7.19,1.1,3.2,35.23,22.77,8.9,32.71,11.52,2.21,102.1,1148.0,11.2,66.27,69.63,135.91,47.13,34.68,False,101.56,93.53,96.93
SYN_00496,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Almond Shells,nut_shells,51.0,6.0,39.5,0.5,0.05,2.95,24.1715860429882,73.5,23.55,2.0,480.0,20.725,14.133,478.3343662878829,105.0,8.0,397.77,339.22,0.12,50.61,35.05,14.33,182.82,152.437,58.72,84.081,100.0,35.47,49.12,8.25,1.47,3.47,34.35,38.07,9.8,29.49,13.24,2.2,103.9,1155.1,14.7,99.38,112.34,211.72,86.73,40.96,False,96.56,89.45,92.26
SYN_00497,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Pine Sawdust,woody_biomass,51.5,6.3,41.6,0.2,0.05,0.35,15.350126079815688,82.5,17.15,2.0,420.0,21.095,16.318,424.7792430281834,105.0,8.0,421.09,124.42,34.51,41.6,42.62,15.78,147.658,175.967,64.235,33.937,100.0,37.46,45.64,9.13,1.86,3.67,33.59,42.8,10.53,26.91,14.04,2.2,105.5,1160.8,18.3,51.28,119.19,170.47,104.84,61.5,False,93.54,89.73,92.05
SYN_00498,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Beech Wood,woody_biomass,49.5,6.1,43.8,0.2,0.02,0.38,23.110968332500942,84.0,15.62,2.0,460.0,19.93,13.736,406.4450474429453,105.0,8.0,473.22,26.61,0.14,29.88,49.66,20.45,92.378,176.136,70.946,66.758,100.0,42.27,36.56,11.41,3.41,4.11,31.47,50.72,12.41,25.11,13.59,2.21,103.0,1164.8,21.3,80.19,120.35,200.53,146.33,72.97,False,88.17,84.19,86.55
SYN_00499,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Olive Pomace,agricultural_residue,50.2,6.2,39.8,1.4,0.1,2.3,11.930174214177942,76.5,21.2,2.0,550.0,20.655,16.708,424.8881842943449,105.0,8.0,532.49,18.67,26.42,22.05,47.06,30.89,81.209,200.211,125.077,18.151,100.0,46.3,26.66,13.71,6.69,4.46,28.77,96.54,14.31,25.72,14.0,2.22,98.5,1163.4,20.2,36.96,169.75,206.7,321.37,155.47,True,77.21,76.81,77.46
SYN_00500,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Wheat Straw,agricultural_residue,46.5,5.9,41.2,0.7,0.1,5.6,8.761001489989745,75.0,19.4,2.0,220.0,18.806,15.77,132.86241842142147,105.0,8.0,432.0,165.09,0.48,41.15,42.09,16.76,49.146,59.063,22.53,1.099,100.0,38.96,42.94,9.82,2.23,3.81,32.98,15.48,11.1,27.07,12.37,2.21,103.7,1160.5,18.0,7.4,42.13,49.54,39.96,80.68,False,85.44,83.19,85.44
SYN_00501,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Rice Husk,agricultural_residue,39.5,5.1,36.5,0.4,0.1,18.4,13.883424560507638,63.5,18.1,2.0,340.0,15.64,12.171,151.38619849507165,105.0,8.0,670.5,7.66,0.52,29.62,21.11,49.27,37.812,37.201,66.759,9.681,100.0,47.06,16.18,15.46,14.78,4.57,24.81,59.44,15.98,37.67,8.43,2.27,76.5,1137.1,7.3,16.08,81.61,97.69,220.91,226.14,True,68.75,68.01,68.65
SYN_00502,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Sugarcane Bagasse,agricultural_residue,48.0,5.8,43.5,0.3,0.05,2.35,10.584024448966396,81.0,16.65,2.0,180.0,19.044,15.638,144.07238244448448,105.0,8.0,488.3,21.44,4.79,28.46,49.28,22.26,36.278,71.916,31.624,4.047,100.0,43.54,33.86,12.06,4.08,4.22,30.79,23.05,12.94,25.2,12.95,2.21,101.7,1164.6,21.1,10.62,51.76,62.37,69.4,111.26,True,82.36,81.78,83.52
SYN_00503,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Miscanthus,energy_crop,48.5,5.7,42.6,0.6,0.1,2.5,16.50102438533381,79.5,18.0,2.0,200.0,19.191,14.583,381.2596031291649,105.0,8.0,663.86,379.22,0.21,14.78,34.31,50.92,46.628,130.629,165.7,35.229,100.0,47.12,16.47,15.42,14.46,4.57,24.94,150.61,15.94,29.8,12.12,2.24,86.6,1154.5,14.3,50.36,195.56,245.91,558.4,227.07,True,68.42,67.95,68.18
SYN_00504,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Almond Shells,nut_shells,51.0,6.0,39.5,0.5,0.05,2.95,16.225935845494718,73.5,23.55,2.0,480.0,20.725,15.869,322.2569284947322,105.0,8.0,723.81,130.87,11.41,15.08,14.13,70.78,40.093,58.486,194.222,28.814,100.0,46.76,15.0,15.6,16.15,4.58,24.25,178.9,16.15,45.52,9.68,2.31,64.7,1119.9,5.0,41.69,189.19,230.88,671.85,291.0,True,62.18,61.74,60.97
SYN_00505,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Pine Sawdust,woody_biomass,51.5,6.3,41.6,0.2,0.05,0.35,21.07955127325593,82.5,17.15,2.0,420.0,21.095,15.048,303.9993089740944,105.0,8.0,518.82,13.11,8.53,22.0,50.34,27.66,52.22,136.441,71.678,43.219,100.0,45.67,28.61,13.29,5.83,4.41,29.35,55.0,13.96,24.96,14.48,2.21,100.3,1165.1,21.6,53.88,105.09,158.97,178.51,112.3,True,81.93,81.45,82.45
SYN_00506,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Beech Wood,woody_biomass,49.5,6.1,43.8,0.2,0.02,0.38,21.630606435845596,84.0,15.62,2.0,460.0,19.93,14.048,234.85826694139152,105.0,8.0,555.69,151.96,0.37,16.64,50.39,32.96,30.056,104.047,64.741,34.796,100.0,47.0,23.89,14.28,8.17,4.52,27.88,52.27,14.8,24.95,13.63,2.22,98.3,1165.1,21.6,42.9,88.25,131.16,179.95,137.21,True,77.99,77.44,78.41
SYN_00507,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Olive Pomace,agricultural_residue,50.2,6.2,39.8,1.4,0.1,2.3,21.654593480729453,76.5,21.2,2.0,550.0,20.655,14.593,119.5030348004901,105.0,8.0,448.59,6.88,15.82,40.14,41.98,17.88,36.931,46.049,18.906,17.737,100.0,40.03,40.94,10.32,2.55,3.91,32.52,12.85,11.51,27.1,13.69,2.21,102.6,1160.4,18.0,21.86,33.63,55.49,34.4,61.99,False,90.93,85.89,88.18
SYN_00508,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Wheat Straw,agricultural_residue,46.5,5.9,41.2,0.7,0.1,5.6,26.644229013349538,75.0,19.4,2.0,220.0,18.806,12.201,296.55968555292424,105.0,8.0,588.74,61.0,0.37,19.61,41.49,38.9,41.046,105.687,88.738,60.099,100.0,47.43,20.44,14.89,10.6,4.56,26.63,74.9,15.37,27.25,12.34,2.23,93.5,1160.1,17.8,68.85,113.61,182.46,267.67,146.7,True,71.93,71.34,71.93
SYN_00509,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Rice Husk,agricultural_residue,39.5,5.1,36.5,0.4,0.1,18.4,20.209761188254934,63.5,18.1,2.0,340.0,15.64,11.098,481.57640020954966,105.0,8.0,744.95,150.86,1.77,28.21,13.81,57.98,106.263,82.749,228.596,63.912,100.0,46.68,14.71,15.64,16.49,4.59,24.11,210.32,16.19,46.0,6.98,2.31,63.2,1118.8,5.0,81.23,282.3,363.52,792.09,217.89,True,67.07,66.48,66.75
SYN_00510,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Sugarcane Bagasse,agricultural_residue,48.0,5.8,43.5,0.3,0.05,2.35,8.023793154437843,81.0,16.65,2.0,180.0,19.044,16.156,254.99173421944718,105.0,8.0,481.96,10.15,25.79,30.22,48.16,21.62,70.535,128.518,55.895,0.066,100.0,43.13,34.74,11.85,3.84,4.19,31.01,40.5,12.77,25.46,12.9,2.21,101.6,1164.0,20.7,12.35,92.93,105.28,120.26,114.23,True,83.0,82.53,84.32
SYN_00511,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Miscanthus,energy_crop,48.5,5.7,42.6,0.6,0.1,2.5,17.173976914365,79.5,18.0,2.0,200.0,19.191,14.445,296.10377765038993,105.0,8.0,452.14,707.53,0.49,34.61,46.98,18.42,83.973,131.941,51.03,29.527,100.0,40.58,39.9,10.58,2.73,3.96,32.27,35.16,11.73,25.74,12.96,2.2,103.9,1163.4,20.2,41.07,89.6,130.67,95.89,73.38,False,87.19,83.76,86.2
SYN_00512,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Almond Shells,nut_shells,51.0,6.0,39.5,0.5,0.05,2.95,17.28649292023401,73.5,23.55,2.0,480.0,20.725,15.638,174.72237186303857,105.0,8.0,550.78,412.4,10.63,19.86,46.05,34.09,28.31,76.313,52.266,17.637,100.0,46.91,24.31,14.19,7.93,4.51,28.02,41.94,14.73,25.98,14.03,2.22,97.2,1162.9,19.8,24.43,68.68,93.11,143.68,154.31,True,75.17,74.63,75.19
SYN_00513,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Pine Sawdust,woody_biomass,51.5,6.3,41.6,0.2,0.05,0.35,21.571754024252698,82.5,17.15,2.0,420.0,21.095,14.939,276.20166402672305,105.0,8.0,543.73,79.12,0.35,17.71,50.98,31.31,37.548,123.858,73.379,40.745,100.0,46.75,25.01,14.05,7.53,4.5,28.25,57.92,14.61,24.82,14.52,2.22,99.0,1165.4,21.8,50.3,101.47,151.77,196.77,129.65,True,78.93,78.44,79.19
SYN_00514,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Beech Wood,woody_biomass,49.5,6.1,43.8,0.2,0.02,0.38,24.378302618970906,84.0,15.62,2.0,460.0,19.93,13.47,379.7652983352085,105.0,8.0,728.76,214.26,25.34,12.24,11.66,76.1,34.246,55.854,220.254,67.608,100.0,46.75,14.95,15.61,16.21,4.58,24.22,204.38,16.16,49.59,8.35,2.33,59.7,1110.9,5.0,79.67,202.87,282.54,767.96,271.8,True,63.7,63.19,62.56
SYN_00515,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Olive Pomace,agricultural_residue,50.2,6.2,39.8,1.4,0.1,2.3,7.068225666920311,76.5,21.2,2.0,550.0,20.655,17.765,470.3487036965766,105.0,7.068225666920311,455.92,416.21,11.93,34.61,46.78,18.62,148.369,227.412,89.859,0.0,100.0,40.77,39.54,10.67,2.8,3.98,32.19,63.28,11.8,24.31,14.31,2.2,105.8,1166.5,22.8,0.0,159.59,159.59,173.68,108.82,True,85.96,85.9,87.25
SYN_00516,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Wheat Straw,agricultural_residue,46.5,5.9,41.2,0.7,0.1,5.6,22.6261824381831,75.0,19.4,2.0,220.0,18.806,13.003,334.037874731093,105.0,8.0,431.73,88.58,0.11,42.47,41.13,16.41,107.973,122.975,47.454,53.105,100.0,38.53,43.72,9.62,2.12,3.77,33.16,32.15,10.94,27.36,12.31,2.21,103.8,1159.8,17.6,64.3,88.64,152.95,81.76,53.46,False,88.6,82.16,85.22
SYN_00517,SYNTHETIC_SIMULATED,True,,,True,VERIFIED,Rice Husk,agricultural_residue,39.5,5.1,36.5,0.4,0.1,18.4,13.38664849587392,63.5,18.1,2.0,340.0,15.64,12.255,98.33679834200082,105.0,8.0,711.88,67.62,13.75,28.48,4.37,67.15,23.7,10.613,58.216,5.758,100.0,46.82,15.21,15.57,15.91,4.58,24.35,53.06,16.12,70.56,2.69,2.44,35.2,1064.8,5.0,9.97,58.13,68.1,198.88,292.04,True,63.26,62.37,62.46
